FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,terrain,activite_statut,etablissement_categorie,toilette_type,terrain_sport,geometry,latitude,longitude,annee_creation,region,type,statut,nom
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5df1,Kara,Assoli,Assoli 1,Bafilo,Bafil Wawande,Institut Polytechnique D'Assoli,"Institut Polytechnique d'Assoli, Bafilo","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2020,Prive - individuel,{Inacheve},Formation Professionnelle autre,{Latrines seches},Oui,POINT (1.2479349999999996 9.356166666666667),1.2479349999999996,9.356166666666667,2020.0,Kara,Formation Professionnelle autre,Prive - individuel,Institut Polytechnique D'Assoli
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5df0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe -logope,Institut de Formation Technologique le Conquerant,BP 89 - Lomé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2014,autre,{Construit et Utilise},Formation Professionnelle autre,{Latrines seches},Non,POINT (1.1710650000000007 6.234303333333335),1.1710650000000007,6.234303333333335,2014.0,Maritime,Formation Professionnelle autre,autre,Institut de Formation Technologique le Conquerant
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5def,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe Nyive Demakpoe,Institut Superieur de Technologie et de Management,13 BP 396,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2011,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Douches}",Non,POINT (1.197931475373286 6.2364927772519225),1.197931475373286,6.2364927772519225,2011.0,Maritime,Formation Professionnelle autre,Prive - individuel,Institut Superieur de Technologie et de Management
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dee,Kara,Bassar,Bassar 1,Bassar,Nangbani,Centre de Formation Technique et Professionnelle de Bassar,BP 25 Bassar,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2011,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{Latrines a eau},Oui,POINT (0.801777784093465 9.262937919801919),0.801777784093465,9.262937919801919,2011.0,Kara,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Bassar
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5ded,Kara,Assoli,Assoli 1,Bafilo,Bafilo,Centre de Formation Technique et Professionnelle de Bafilo,BP 22 Bafil,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2011,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{Latrines a eau},Oui,POINT (1.235358039066281 9.365974018963687),1.235358039066281,9.365974018963687,2011.0,Kara,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Bafilo
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dec,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Guérin Kouka Centre,Collège d'Enseignement Technique Adam Smith CET,"Cet Adam Smith Cet, Guérin Kouka","{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2017,Prive - individuel,{Construit et Utilise},CAP,Nsp,Non,POINT (0.6103015337574107 9.703851798447381),0.6103015337574107,9.703851798447381,2017.0,Kara,CAP,Prive - individuel,Collège d'Enseignement Technique Adam Smith CET
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5deb,Kara,Dankpen,Dankpen 1,Guérin-Kouka,Latin,Collège d'Enseignement Technique Adam Smith LT,"Cet Adams Smith Lycee, Guerin Kouka","{Lundi,Mardi,jeudi,Mercredi,Samedi,Vendredi}",2017,Prive - individuel,{Construit et Utilise},CAP,Nsp,Oui,POINT (0.6100293493026355 9.703866166793334),0.6100293493026355,9.703866166793334,2017.0,Kara,CAP,Prive - individuel,Collège d'Enseignement Technique Adam Smith LT
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dea,Kara,Kozah,Kozah 1,Commune De Kara,Lama Poude,Institut National de Formation et de Perfectionnement Professionnel (INFPP) - Antenne de Kara,400 BP 567,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1978,Domaine prive de l'etat ou des collectivites territoriales,{Construit et Utilise},CAP,{WCs},Non,POINT (1.1703116666666666 9.581883333333334),1.1703116666666666,9.581883333333334,1978.0,Kara,CAP,Domaine prive de l'etat ou des collectivites territoriales,Institut National de Formation et de Perfectionnement Professionnel (INFPP) - Antenne de Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de9,Kara,Bassar,Bassar 4,Sanda-Kagbanda,Agbadibiyo,Centre de Formation Technique et Professionnelle de Sanda Kagbanda,"Cftp de Sanda Kagbanda, Sanda Kagbanda","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2015,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},CAP,Nsp,Oui,POINT (0.9138924506908376 9.490323838768997),0.9138924506908376,9.490323838768997,2015.0,Kara,CAP,Domaine public de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Sanda Kagbanda
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de8,Kara,Bassar,Bassar 1,Bassar,Wadande,Centre d'Information et d'Orientation Professionnelle de Bassar,"Lycee Technique Cifop Bassar, Bassar","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2015,Prive - individuel,{En construction},Formation Professionnelle autre,"{Latrines a eau,Douches}",Non,POINT (0.7761902529409044 9.260639585725157),0.7761902529409044,9.260639585725157,2015.0,Kara,Formation Professionnelle autre,Prive - individuel,Centre d'Information et d'Orientation Professionnelle de Bassar
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de7,Kara,Kéran,Kéran 1,Kantè,Kante Saar,College d'Enseignement Technique de Kande,Kante,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1976,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},CAP,"{WCs,Douches}",Non,POINT (1.0428103810843552 9.947731508226642),1.0428103810843552,9.947731508226642,1976.0,Kara,CAP,Domaine public de l'etat ou des collectivites territoriales,College d'Enseignement Technique de Kande
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de6,Kara,Kozah,Kozah 1,Commune De Kara,Leota,IPVS Kara,"IPVS-Kara, Lama","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2018,Prive - individuel,{En construction},Formation Professionnelle autre,"{Latrines seches,Douches}",Non,POINT (1.1967693964021735 9.560944202188374),1.1967693964021735,9.560944202188374,2018.0,Kara,Formation Professionnelle autre,Prive - individuel,IPVS Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de5,Kara,Kozah,Kozah 2,Pya,Towouda,College d'Enseignement Technique de Pya,BP 08,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1975,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,"{Latrines a eau,WCs}",Oui,POINT (1.1584118257585931 9.669970839217955),1.1584118257585931,9.669970839217955,1975.0,Kara,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,College d'Enseignement Technique de Pya
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de4,Kara,Doufelgou,Doufelgou 1,Koka,Cantambolo,Institut Polytechnique Pere Brungard,BP 87,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1988,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{Latrines seches},Oui,POINT (1.1243935838618964 9.78730638648647),1.1243935838618964,9.78730638648647,1988.0,Kara,Formation Professionnelle autre,Prive - individuel,Institut Polytechnique Pere Brungard
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de3,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade,CFPMA,BP 788,"{Lundi,Mardi,Mercredi,Vendredi,jeudi}",2020,Prive - individuel,{En construction},Formation Professionnelle autre,{Latrines seches},Non,POINT (1.1883954412292639 9.554093725794685),1.1883954412292639,9.554093725794685,2020.0,Kara,Formation Professionnelle autre,Prive - individuel,CFPMA
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de2,Kara,Kozah,Kozah 1,Commune De Kara,Poude,Centre Regional d'Enseignement Technique et de Fomation Professionnelle de Kara,BP 437,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1994,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{WCs},Oui,POINT (1.172460264011498 9.580311024258672),1.172460264011498,9.580311024258672,1994.0,Kara,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Centre Regional d'Enseignement Technique et de Fomation Professionnelle de Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de1,Kara,Kozah,Kozah 2,Bohou,Feilga,CFTO Yade,BP 185 Yade,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2020,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,Nsp,Non,POINT (1.1549934683059053 9.613260829408155),1.1549934683059053,9.613260829408155,2020.0,Kara,Formation Professionnelle autre,Prive - individuel,CFTO Yade
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5de0,Kara,Kéran,Kéran 1,Kantè,Kante,Lycée d'Enseignement Technique et Professionnel de Kante,"LETP, Kande","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2007,Nsp,{Construit et Utilise},Formation Professionnelle autre,{WCs},Oui,POINT (1.0290264368254176 9.967621021792477),1.0290264368254176,9.967621021792477,2007.0,Kara,Formation Professionnelle autre,Nsp,Lycée d'Enseignement Technique et Professionnel de Kante
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5ddf,Kara,Doufelgou,Doufelgou 1,Niamtougou,N/a,ONG Kipuke Outreach,"Kipuke Outreach, Niamtougou","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2017,Foncier National - terre de l'etat Non allouee,{Construit et Utilise},Formation Professionnelle autre,"{Latrines a eau,Douches}",Non,POINT (1.116485673650022 9.756219444636333),1.116485673650022,9.756219444636333,2017.0,Kara,Formation Professionnelle autre,Foncier National - terre de l'etat Non allouee,ONG Kipuke Outreach
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dde,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Amedeka,Institut Technique Jean Jacques Rousseau,"Institut Technique Jean Jacques Rousseau, Elevagnon","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2015,Prive - individuel,{En construction},Formation Professionnelle autre,Nsp,Non,POINT (1.2893066666666664 7.96092),1.2893066666666664,7.96092,2015.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Institut Technique Jean Jacques Rousseau
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5ddd,Kara,Doufelgou,Doufelgou 1,Koka,Niamtougou,Institut de Formation Agricole d'Economie Familiale et d'Administration Basante,"IFAEFA-Basante, Niamtougou","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2003,Prive - entreprise,{Construit et Utilise},Formation Professionnelle autre,"{Latrines a eau,Douches}",Non,POINT (1.118656666666667 9.790023333333332),1.118656666666667,9.790023333333332,2003.0,Kara,Formation Professionnelle autre,Prive - entreprise,Institut de Formation Agricole d'Economie Familiale et d'Administration Basante
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5ddc,Kara,Kozah,Kozah 1,Commune De Kara,Kara,Centre de Formation d'Informatique et Bureautique de Kara (CFIB Kara),"Cfib Kara, Lama","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",Nsp,Nsp,{autre},Formation Professionnelle autre,Nsp,Non,POINT (1.1911212640946627 9.544051497691111),1.1911212640946627,9.544051497691111,,Kara,Formation Professionnelle autre,Nsp,Centre de Formation d'Informatique et Bureautique de Kara (CFIB Kara)
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5ddb,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade,Institut de Formation Technique Tertiaire de Kara,BP 484,"{Lundi,Mardi,Mercredi,Vendredi,jeudi}",1999,Prive - individuel,"{En construction,Construit et Utilise}",Formation Professionnelle autre,{WCs},Non,POINT (1.1956358069711013 9.55257106300331),1.1956358069711013,9.55257106300331,1999.0,Kara,Formation Professionnelle autre,Prive - individuel,Institut de Formation Technique Tertiaire de Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dda,Kara,Kozah,Kozah 1,Commune De Kara,Ewaou,Complexe Scolaire Lumiere-V Kara,"Cs Lumiere-V Kara, Lama","{Lundi,Mercredi,Mardi,jeudi,Vendredi}",2010,Prive - individuel,"{Construit et Utilise,Inacheve,En construction}",Formation Professionnelle autre,{Latrines seches},Non,POINT (1.1961248986287862 9.544298090959964),1.1961248986287862,9.544298090959964,2010.0,Kara,Formation Professionnelle autre,Prive - individuel,Complexe Scolaire Lumiere-V Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd9,Kara,Kozah,Kozah 2,Bohou,Feilga,CFTO Yade,BP 185 Yade,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2017,Prive - individuel,{Construit et Utilise},CAP,{Douches},Non,POINT (1.1549821567486453 9.613213162703998),1.1549821567486453,9.613213162703998,2017.0,Kara,CAP,Prive - individuel,CFTO Yade
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd8,Kara,Kozah,Kozah 1,Commune De Kara,Lama-feing,Centre de Formation de Couture La Lumiere (CFCL),"Centre de Formation de Couture la Lumiere, Lama","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2014,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{Latrines seches},Non,POINT (1.214550484264275 9.559951418422083),1.214550484264275,9.559951418422083,2014.0,Kara,Formation Professionnelle autre,Prive - individuel,Centre de Formation de Couture La Lumiere (CFCL)
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd7,Kara,Kozah,Kozah 1,Commune De Kara,Bastascom,Institut des Sciences Technologiques et des Arts de Kara,BP 638,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2017,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{WCs},Non,POINT (1.1890556532115846 9.544253925175838),1.1890556532115846,9.544253925175838,2017.0,Kara,Formation Professionnelle autre,Prive - individuel,Institut des Sciences Technologiques et des Arts de Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd6,Kara,Kozah,Kozah 3,Awandjélo,Awandjelo,Centre de Formation Technique et Professionnelle Sweet Awandjelo,"Cftp Sweet Awandjelo, Awandjelo","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",Nsp,Domaine prive de l'etat ou des collectivites territoriales,{Construit et Utilise},CAP,{Latrines a eau},Oui,POINT (1.202526434266342 9.467403478430134),1.202526434266342,9.467403478430134,,Kara,CAP,Domaine prive de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle Sweet Awandjelo
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd5,Kara,Kozah,Kozah 3,Awandjélo,Kpankpanzibiyo,Centre Artisanal et d'Insertion Sociale de Kapnkpanzibiyo (CAIS),"Cais Kpankpanzibiyo, Awandjelo","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2008,Prive - Collectivite coutumiere,{Construit et Utilise},Formation Professionnelle autre,"{Douches,Latrines seches}",Non,POINT (1.168760430058154 9.40683459331491),1.168760430058154,9.40683459331491,2008.0,Kara,Formation Professionnelle autre,Prive - Collectivite coutumiere,Centre Artisanal et d'Insertion Sociale de Kapnkpanzibiyo (CAIS)
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd4,Kara,Kozah,Kozah 1,Commune De Kara,Kplewai,Centre de Formation Technique et Professionnelle Don Bosco Kara,"Cfpt Don Bosco Kara, Lama","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1985,Prive - Collectivite coutumiere,{Construit et Utilise},Formation Professionnelle autre,"{Latrines a eau,Douches}",Oui,POINT (1.1869531425711541 9.531952375153473),1.1869531425711541,9.531952375153473,1985.0,Kara,Formation Professionnelle autre,Prive - Collectivite coutumiere,Centre de Formation Technique et Professionnelle Don Bosco Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd3,Kara,Binah,Binah 2,Kétao,Ewayio,Institut Polytechnique d'Excellence de Ketao (IPEX),"Ipex Ketao, Ketao","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2016,autre,{Construit et Utilise},Formation Professionnelle autre,{Latrines seches},Non,POINT (1.3088956973877195 9.65091364749899),1.3088956973877195,9.65091364749899,2016.0,Kara,Formation Professionnelle autre,autre,Institut Polytechnique d'Excellence de Ketao (IPEX)
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd2,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,institut Polytechnique Ricardo,BP 733,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1999,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{Pissotieres},Non,POINT (1.2051323672812764 9.552231562674294),1.2051323672812764,9.552231562674294,1999.0,Kara,Formation Professionnelle autre,Prive - individuel,institut Polytechnique Ricardo
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd1,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,Institut des Sciences Commerciales l'Excellence Kara,"Isce Kara, Lama","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2003,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{WCs},Non,POINT (1.1757921513371885 9.54474150172921),1.1757921513371885,9.54474150172921,2003.0,Kara,Formation Professionnelle autre,Prive - individuel,Institut des Sciences Commerciales l'Excellence Kara
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dd0,Kara,Kozah,Kozah 1,Commune De Kara,Lama-feing,CME Kara Sos,BP 13 Kara Togo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2017,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Douches}",Oui,POINT (1.210148438796036 9.570419849965026),1.210148438796036,9.570419849965026,2017.0,Kara,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,CME Kara Sos
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dcf,Kara,Kozah,Kozah 1,Commune De Kara,Kara Ewaou,Centre de Formation Professionnelle Foyer Saint Jean 23,BP 214 Kara,"{Mardi,Mercredi,jeudi,Vendredi}",1985,autre,{Construit et Utilise},CAP,{Latrines a eau},Non,POINT (1.1900536607135186 9.545254469599852),1.1900536607135186,9.545254469599852,1985.0,Kara,CAP,autre,Centre de Formation Professionnelle Foyer Saint Jean 23
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dce,Maritime,Lacs,Lacs 1,Glidji,Chez Nous,Lycée d'Enseignement Technique et Professionnel d'Aneho Glidji,BP 48,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2013,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{WCs},Oui,POINT (1.6064472289727536 6.256737084323548),1.6064472289727536,6.256737084323548,2013.0,Maritime,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Lycée d'Enseignement Technique et Professionnel d'Aneho Glidji
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dcd,Maritime,Zio,Zio 3,Gamé-Sèva,Game Seva,Centre de Formation Technique et Professionnelle de Game,"Cftp Game, Game","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2010,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,Nsp,Non,POINT (1.1786017671799758 6.743802780469691),1.1786017671799758,6.743802780469691,2010.0,Maritime,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Game
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dcc,Maritime,Avé,Avé 1,Kévé,Latin,Centre de Formation Technique et Professionnelle de Keve,"Centre de Formation Technique et Professionnelle de, Keve","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2012,Domaine prive de l'etat ou des collectivites territoriales,{Construit et Utilise},CAP,Nsp,Non,POINT (0.9237127074106517 6.433572589256072),0.9237127074106517,6.433572589256072,2012.0,Maritime,CAP,Domaine prive de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Keve
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dcb,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpegolonou,Institut de Formation Technique et Professionnelle Topo 3000 CFA,Kpegolonou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2014,Nsp,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Douches}",Non,POINT (0.6225276583912328 6.91822730105098),0.6225276583912328,6.91822730105098,2014.0,Plateaux,Formation Professionnelle autre,Nsp,Institut de Formation Technique et Professionnelle Topo 3000 CFA
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dca,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Landa,Institut de Formation en Alternance pour le Développement (IFAD) - Aquaculture,225 BP 06,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{WCs},Non,POINT (1.2616066666666663 7.952213333333335),1.2616066666666663,7.952213333333335,2019.0,Plateaux,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Institut de Formation en Alternance pour le Développement (IFAD) - Aquaculture
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc9,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,N'tigome,Complexe Polytechnique Laique Ruzi Cnadb Lycée,"Complexe Polytechnique Laique Ruzi Cnadb Lycee, Kpekpleme","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2020,Prive - individuel,{En construction},Formation Professionnelle autre,Nsp,Non,POINT (1.6246383578032877 7.32545956264552),1.6246383578032877,7.32545956264552,2020.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Complexe Polytechnique Laique Ruzi Cnadb Lycée
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc8,Plateaux,Wawa,Wawa 1,Badou,Badou,Centre de Formation Technique et Professionnelle de Badou,"Cftp-Badou, Badou","{Vendredi,jeudi,Mercredi,Mardi,Lundi}",2020,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},CAP,Nsp,Non,POINT (0.6043022559427571 7.58497871097057),0.6043022559427571,7.58497871097057,2020.0,Plateaux,CAP,Domaine public de l'etat ou des collectivites territoriales,Centre de Formation Technique et Professionnelle de Badou
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc7,Plateaux,Kloto,Kloto 1,Gbalabé,Apedogame,Centre Diocésain de Formation Professionnelle Gbalave,BP 260 Kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",1997,Prive - entreprise,{Construit et Utilise},CAP,{WCs},Non,POINT (0.602306666666666 6.867039999999999),0.602306666666666,6.867039999999999,1997.0,Plateaux,CAP,Prive - entreprise,Centre Diocésain de Formation Professionnelle Gbalave
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc6,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime,Atelier Bon Conseil Nouveau,"Atelier Bon Conseil Nouveau, Kpalime","{Lundi,Mercredi,Mardi,jeudi,Vendredi}",1980,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,"{WCs,Latrines seches}",Non,POINT (0.6239819267103015 6.921050958647106),0.6239819267103015,6.921050958647106,1980.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Atelier Bon Conseil Nouveau
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc5,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Tomegbe,Lycée d'Enseignement Technique et Professionnel 'Agou,"LETP Agou, Agou Tavie","{Lundi,Mardi,Mercredi,Vendredi}",2020,Domaine public de l'etat ou des collectivites territoriales,"{Construit et Utilise,En construction}",Formation Professionnelle autre,{Latrines a eau},Non,POINT (0.7342911970278674 6.85011399948357),0.7342911970278674,6.85011399948357,2020.0,Plateaux,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Lycée d'Enseignement Technique et Professionnel 'Agou
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc4,Plateaux,Ogou,Ogou 1,Gnagna,N Gnekonakpoe,Lycée d'Enseignement Technique et Professionnel d'Atakpame,BP 403,"{Vendredi,jeudi,Mercredi,Mardi,Lundi}",1994,Domaine public de l'etat ou des collectivites territoriales,{Construit et Utilise},Formation Professionnelle autre,{Latrines a eau},Oui,POINT (1.1398453222156861 7.523619598870092),1.1398453222156861,7.523619598870092,1994.0,Plateaux,Formation Professionnelle autre,Domaine public de l'etat ou des collectivites territoriales,Lycée d'Enseignement Technique et Professionnel d'Atakpame
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc3,Plateaux,Ogou,Ogou 1,Djama,Kossi Kope,Centre de Formation pour l'Insertion Professionnelle Ben At (CEFORIP-Atakpame),BP 346,"{Vendredi,jeudi,Mercredi,Mardi,Lundi}",2017,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{Latrines a eau},Oui,POINT (1.1632688383222505 7.514380785167405),1.1632688383222505,7.514380785167405,2017.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Centre de Formation pour l'Insertion Professionnelle Ben At (CEFORIP-Atakpame)
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc2,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Kpalime,Institut Polytechnique Dalloz,"Institut Polytechnique Dalloz, Kpalime","{Vendredi,jeudi,Mercredi,Mardi,Lundi}",2004,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,"{Douches,WCs}",Non,POINT (0.6266791166861259 6.919262965730031),0.6266791166861259,6.919262965730031,2004.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Institut Polytechnique Dalloz
_mview_formationtech_etablissements_formation_technique.fid--68fedc3e_19facce1572_-5dc1,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Adeta,Institut Technique Divine Grace,"Institut Technique Divine Grace, Novive","{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2017,Prive - individuel,{Construit et Utilise},Formation Professionnelle autre,{Latrines seches},Non,POINT (0.7291706931633143 7.12051950203252),0.7291706931633143,7.12051950203252,2017.0,Plateaux,Formation Professionnelle autre,Prive - individuel,Institut Technique Divine Grace
